type,brickid,longitude,latitude
zigzag,BKI-815,88.1023336471,22.3311266541
fcbk,BKI-816,88.0247149359,22.4365340877
fcbk,BKI-817,88.2521422136,22.53942
fcbk,BKI-818,88.2514675401,22.5358847194
fcbk,BKI-819,88.2066238808,22.5189683966
zigzag,BKI-820,83.3368695359,26.0370203252
fcbk,BKI-821,83.6555696006,26.3638451412
fcbk,BKI-823,78.0385256818,28.8167462375
fcbk,BKI-824,78.1886429413,28.8953760802
fcbk,BKI-825,78.2228536584,28.8446368966
fcbk,BKI-826,78.2595178523,29.1195484151
fcbk,BKI-827,78.2051976159,28.9699915338
fcbk,BKI-828,78.0339352203,28.8284949274
fcbk,BKI-829,78.2689909563,29.0137780951
fcbk,BKI-830,77.9804548956,29.1355807078
fcbk,BKI-831,77.9488067215,28.9838473098
zigzag,BKI-832,78.2690301044,29.1534655566
fcbk,BKI-833,78.3124822157,28.9663432763
fcbk,BKI-834,78.0256668088,28.9111510021
fcbk,BKI-835,78.3145594063,28.961110786
zigzag,BKI-836,78.075157262,28.7991642966
fcbk,BKI-837,78.0394426273,28.8124984974
fcbk,BKI-838,78.28707368,28.9981204738
fcbk,BKI-839,77.9940348036,28.9741388622
fcbk,BKI-840,78.2730941662,28.8557042519
zigzag,BKI-841,77.9530615953,29.0789446679
zigzag,BKI-842,78.2669849869,29.114834044
fcbk,BKI-843,77.9403338581,28.9213622112
fcbk,BKI-844,77.9792572576,29.1490251875
fcbk,BKI-845,77.9769210394,28.935548338
fcbk,BKI-846,78.2358154016,28.9825904997
fcbk,BKI-847,78.2785172595,29.089578299
fcbk,BKI-848,78.3179744636,28.9421236504
fcbk,BKI-849,78.3087767814,28.9569786446
fcbk,BKI-850,78.2885915478,28.9994578371
zigzag,BKI-851,78.0629341003,28.799018484
fcbk,BKI-852,78.2686601345,29.0126950799
fcbk,BKI-853,78.2701096764,29.0223696272
fcbk,BKI-854,78.1742453849,28.9432984197
fcbk,BKI-855,78.2807155268,29.0900956805
fcbk,BKI-856,78.2690056823,29.0221245399
zigzag,BKI-857,77.9889054906,29.1424669805
fcbk,BKI-858,78.1892241927,28.8656306985
fcbk,BKI-859,78.2974554248,28.9706434678
fcbk,BKI-860,78.3100972855,29.0020773395
fcbk,BKI-861,78.2850222014,29.0891853132
fcbk,BKI-862,78.3100294795,28.9631238992
fcbk,BKI-863,77.9355570295,29.0069718917
fcbk,BKI-864,78.1863804856,28.8922752483
fcbk,BKI-865,78.2756187415,29.0927113935
fcbk,BKI-866,78.2953149259,29.0089065781
fcbk,BKI-867,78.2575689129,29.169260388
fcbk,BKI-868,78.3035501552,29.1423879677
fcbk,BKI-869,78.0699629572,28.7801402779
fcbk,BKI-870,78.2439130125,28.8990994448
fcbk,BKI-871,78.2562429975,29.1387519313
fcbk,BKI-872,78.2773848488,28.8188789608
fcbk,BKI-873,78.1856244789,29.0818963659
fcbk,BKI-874,84.4816681299,27.2418577329
fcbk,BKI-875,77.9612139947,28.9840138233
fcbk,BKI-876,78.1699050733,28.944354444
fcbk,BKI-877,78.1756940306,28.8812238639
fcbk,BKI-878,77.9753376166,29.146385811
fcbk,BKI-879,78.360284767,29.0519611948
fcbk,BKI-880,78.3478243993,29.1542878667
fcbk,BKI-881,77.9558604185,29.1401573817
fcbk,BKI-882,78.25124794,29.1393115719
zigzag,BKI-883,78.0189165427,28.8290069261
fcbk,BKI-884,78.182588704,28.877082263
fcbk,BKI-885,78.2704586503,29.0087748012
fcbk,BKI-886,78.0602948149,28.8008637985
fcbk,BKI-887,77.9967397156,29.0917882791
zigzag,BKI-888,79.4194227171,27.1474707132
fcbk,BKI-889,79.3848127321,26.9811451601
fcbk,BKI-890,79.5603038306,26.9656634573
fcbk,BKI-891,79.6055854249,27.1379975439
fcbk,BKI-892,79.5136870723,27.1644559567
zigzag,BKI-893,79.4223632551,27.138346544
fcbk,BKI-894,79.4116240577,26.8076977705
fcbk,BKI-895,79.3878224795,26.9686777149
fcbk,BKI-896,79.4137173523,26.8049526717
fcbk,BKI-897,79.2852497802,27.1181086852
fcbk,BKI-898,79.4947695265,27.1568301092
fcbk,BKI-899,79.333150259,26.8897635682
zigzag,BKI-900,79.3708623652,27.1410651947
zigzag,BKI-901,79.4971316501,27.1561641248
fcbk,BKI-902,79.475499012,26.9300464004
fcbk,BKI-903,79.6715373648,27.1251159009
fcbk,BKI-904,79.3628978687,27.0677701476
fcbk,BKI-905,79.4657418788,26.9452229745
fcbk,BKI-906,79.6168586657,27.1758549812
fcbk,BKI-907,79.5171873116,27.1669690448
fcbk,BKI-908,79.7124958104,27.1470607272
fcbk,BKI-909,79.5697272566,26.9401614063
fcbk,BKI-910,79.3350272229,26.8868636668
fcbk,BKI-911,79.6164716312,27.1676234314
zigzag,BKI-912,79.3685732329,26.87995964
zigzag,BKI-913,79.2836778492,27.1156287614
fcbk,BKI-914,79.6858393122,27.1463740363
fcbk,BKI-915,79.403535632,27.1853875409
fcbk,BKI-916,79.491671017,27.1407718745
fcbk,BKI-934,77.5804521124,30.0223626721
fcbk,BKI-935,77.7484555439,30.1458404784
zigzag,BKI-947,88.1057431137,25.6560183089
zigzag,BKI-961,86.2289525774,25.4931971046
zigzag,BKI-964,86.1949356655,25.3884278923
zigzag,BKI-965,86.2050299488,25.4859683644
zigzag,BKI-966,86.2589768474,25.5108784295
zigzag,BKI-967,86.4622387548,25.3347754818
zigzag,BKI-968,86.27797177,25.5231450123
zigzag,BKI-969,86.1966924954,25.4830617353
zigzag,BKI-970,86.0641823761,25.4160866906
zigzag,BKI-971,86.3620538416,25.5400918318
zigzag,BKI-975,86.2851988551,25.3873177776
fcbk,BKI-976,86.327175549,25.4317186071
zigzag,BKI-977,86.1929859494,25.2072632042
fcbk,BKI-978,82.0963128968,26.4864415987
fcbk,BKI-980,78.7001106118,28.8085506545
fcbk,BKI-982,78.8082000727,28.9943502594
fcbk,BKI-984,78.7039467731,26.8515063389
fcbk,BKI-985,81.6275697226,25.6120933804
fcbk,BKI-986,81.8525333285,25.9802849989
fcbk,BKI-987,81.9184311726,25.7799150226
fcbk,BKI-988,81.9383091661,25.649940062
fcbk,BKI-989,81.857264398,25.8182089614
fcbk,BKI-990,81.956781979,25.951175176
fcbk,BKI-991,81.6410638428,25.7477989556
fcbk,BKI-992,81.9645606383,25.7854382592
zigzag,BKI-993,81.6515363787,25.5856726039
fcbk,BKI-1008,78.7798880123,28.9722224137
fcbk,BKI-1009,78.4670874627,29.089354451
zigzag,BKI-1017,82.4163843323,27.2729593739
fcbk,BKI-1018,82.2078830449,27.573727266
fcbk,BKI-1027,87.3428483978,23.1291303634
fcbk,BKI-1028,87.3291892863,23.4440926673
zigzag,BKI-1041,88.829644614,22.7451155278
fcbk,BKI-1042,88.8733956426,22.8886362869
fcbk,BKI-1043,88.8297413295,22.7999616711
fcbk,BKI-1044,88.8237278293,22.7424306921
fcbk,BKI-1045,88.828721524,22.7423224165
zigzag,BKI-1046,88.890060806,22.8946388663
zigzag,BKI-1047,88.8288709697,22.8540575918
fcbk,BKI-1048,88.8399633065,22.8191613536
fcbk,BKI-1049,88.8100325517,22.7301869231
zigzag,BKI-1050,88.8110033457,22.716829823
fcbk,BKI-1051,88.8012337584,22.7362714116
zigzag,BKI-1052,87.8829793389,24.8336491784
fcbk,BKI-1054,88.8423688601,22.7982143059
fcbk,BKI-1055,88.8339900929,22.739884787
fcbk,BKI-1056,88.8432450928,22.7483510159
zigzag,BKI-1057,88.7961479426,23.0588592419
fcbk,BKI-1058,88.803151574,22.7341790931
fcbk,BKI-1059,88.8159069127,22.7533346793
fcbk,BKI-1060,88.8164768714,22.7485287667
zigzag,BKI-1061,88.8504880463,22.7935319501
zigzag,BKI-1062,88.7173291221,22.7220634022
zigzag,BKI-1063,88.8277700412,22.8074027965
zigzag,BKI-1064,88.8234362773,23.0733087003
zigzag,BKI-1065,88.8947730635,22.8977080249
fcbk,BKI-1066,88.8450115462,22.9102163564
fcbk,BKI-1067,88.8016134723,22.7291220847
fcbk,BKI-1068,88.8368076567,22.748325909
zigzag,BKI-1069,88.8894580715,22.8940639252
zigzag,BKI-1070,88.8098096887,23.0431866124
zigzag,BKI-1071,88.8435106653,22.7975457847
fcbk,BKI-1072,77.7309089427,27.7695007161
fcbk,BKI-1073,77.6646750986,27.8685104914
fcbk,BKI-1075,77.915077062,27.7583997949
fcbk,BKI-1076,77.7286938039,27.8606785632
fcbk,BKI-1077,77.9184976196,27.6763419695
fcbk,BKI-1078,77.5351309972,27.8542902208
fcbk,BKI-1079,77.7275202436,27.7784905491
fcbk,BKI-1080,77.8762371429,27.6479576964
fcbk,BKI-1081,88.8317813973,22.7517750436
zigzag,BKI-1082,88.8372894027,22.7752337401
fcbk,BKI-1083,88.7556147848,22.7334670002
zigzag,BKI-1084,88.8366573591,23.0566844039
fcbk,BKI-1085,88.8666085459,22.8859284061
fcbk,BKI-1086,88.8378411375,22.7453612056
zigzag,BKI-1087,88.7642324271,22.9541561426
zigzag,BKI-1088,88.8066381111,22.7524065275
fcbk,BKI-1089,88.840177637,22.7406372211
zigzag,BKI-1090,88.8082016353,22.7548273846
fcbk,BKI-1091,88.8829131672,22.8900246189
fcbk,BKI-1092,88.8439118519,22.8169749231
zigzag,BKI-1093,88.8475103353,22.7955803174
fcbk,BKI-1094,88.8274146215,22.8006482358
zigzag,BKI-1095,88.8469853057,22.8659409028
fcbk,BKI-1096,88.8040557186,22.7356587865
fcbk,BKI-1098,77.7355676234,27.833523025
fcbk,BKI-1099,77.8981551687,27.6577930619
zigzag,BKI-1100,88.8410207703,22.750708101
fcbk,BKI-1101,88.8303117267,22.7538444203
fcbk,BKI-1102,88.8419057068,22.7783145202
zigzag,BKI-1104,88.7202851655,22.724413287
fcbk,BKI-1105,88.804943887,22.7366264431
zigzag,BKI-1106,88.7240404054,22.7288944167
fcbk,BKI-1107,84.489796453,27.2817031523
zigzag,BKI-1108,84.3540284302,27.2441271266
fcbk,BKI-1112,78.9603907411,28.4559934139
zigzag,BKI-1113,87.9486183082,26.3980897113
zigzag,BKI-1115,88.1888824995,26.5270345279
zigzag,BKI-1116,88.2572583713,26.4491923765
zigzag,BKI-1118,88.1222449406,26.4393848417
zigzag,BKI-1119,87.8566965118,26.4352500903
fcbk,BKI-1126,79.076029843,28.7544905428
fcbk,BKI-1127,78.9946134967,28.7304058591
fcbk,BKI-1128,78.9466213432,28.5913269583
fcbk,BKI-1129,79.2465935712,28.6340458053
fcbk,BKI-1130,79.2393347285,28.4932434703
fcbk,BKI-1131,79.1755030617,28.777585111
fcbk,BKI-1132,79.2668843737,28.6831651223
fcbk,BKI-1133,79.275266842,28.6406121163
fcbk,BKI-1134,79.0428579568,28.4058084889
fcbk,BKI-1135,79.0736808733,28.7488998409
fcbk,BKI-1136,79.1773444435,28.5709736568
fcbk,BKI-1137,79.1202533103,28.4561718951
zigzag,BKI-1138,77.0410222215,30.2298888981
fcbk,BKI-1139,77.3996763505,29.9684287624
fcbk,BKI-1140,77.0872284706,29.9651010907
fcbk,BKI-1141,77.1166831871,30.3284405147
fcbk,BKI-1142,77.2588228872,30.3242454928
fcbk,BKI-1143,77.0795535475,29.9690611982
zigzag,BKI-1144,77.0882699312,29.9603202527
fcbk,BKI-1145,77.5654142594,27.9000880584
fcbk,BKI-1146,77.7388628593,27.8736314387
fcbk,BKI-1147,77.7354901,27.783738085
fcbk,BKI-1148,77.6944099228,27.8644174831
fcbk,BKI-1149,77.804933278,27.9460894364
fcbk,BKI-1150,77.7266923178,27.76530717
fcbk,BKI-1151,77.9335447702,27.6235641125
fcbk,BKI-1152,77.8658950359,27.6517413577
fcbk,BKI-1153,77.8898097213,27.6297480709
fcbk,BKI-1154,77.8939953037,27.8010660248
fcbk,BKI-1155,78.8336795636,28.531521163
fcbk,BKI-1156,78.9876451431,28.4660457612
fcbk,BKI-1157,79.1504081352,28.7751505746
fcbk,BKI-1158,78.8340159811,28.4608886098
fcbk,BKI-1159,79.1588647401,28.6010398688
fcbk,BKI-1160,79.0381626999,28.5087855846
fcbk,BKI-1161,79.1229213395,28.458920116
fcbk,BKI-1162,78.8833466756,28.6546229903
fcbk,BKI-1163,79.2165707176,28.4941840223
fcbk,BKI-1164,78.9168756563,28.6114186976
fcbk,BKI-1165,79.2730504201,28.6329267155
fcbk,BKI-1166,78.8546078526,28.4085607702
fcbk,BKI-1167,77.553119911,27.8155377153
fcbk,BKI-1168,77.7284187984,27.7899436288
zigzag,BKI-1169,77.2535643912,30.1077088124
fcbk,BKI-1170,77.0577642632,30.3104720833
zigzag,BKI-1171,77.3222959927,30.1351009991
zigzag,BKI-1172,77.0781483065,29.973635185
fcbk,BKI-1173,81.5054888318,25.8701377458
fcbk,BKI-1174,81.5069589219,25.8415145856
zigzag,BKI-1175,81.5008737667,25.8395981103
fcbk,BKI-1176,77.8922378543,27.6238974153
fcbk,BKI-1177,77.5145294916,27.8611601797
fcbk,BKI-1178,77.5641287938,27.8123798784
fcbk,BKI-1179,77.6350784355,27.8273615798
fcbk,BKI-1180,77.7142545845,27.8052527412
fcbk,BKI-1181,77.7300714257,27.7770631729
fcbk,BKI-1182,77.6732403576,27.8387621253
fcbk,BKI-1183,77.932331595,27.6405869464
fcbk,BKI-1184,77.7219676132,27.7660988368
fcbk,BKI-1185,77.7856945263,27.7819027017
fcbk,BKI-1186,77.9266901037,27.6256532955
fcbk,BKI-1187,77.7161278393,27.7896819638
fcbk,BKI-1188,77.8928422836,27.8027237264
fcbk,BKI-1189,79.2128482421,28.4885498085
fcbk,BKI-1190,79.0172631065,28.671257623
fcbk,BKI-1191,79.1290442017,28.7770100308
fcbk,BKI-1192,79.0809457012,28.6735876149
fcbk,BKI-1193,79.0118791245,28.5610042773
fcbk,BKI-1194,78.8383430464,28.7023571597
fcbk,BKI-1195,78.8461395064,28.4559027075
fcbk,BKI-1196,79.0960407797,28.4724061704
fcbk,BKI-1197,79.2376046221,28.569375668
fcbk,BKI-1198,77.6810894268,27.8578398603
fcbk,BKI-1199,77.5704976474,27.8188198216
fcbk,BKI-1200,77.7222596668,27.7833058208
fcbk,BKI-1201,78.9152233259,28.6254646998
fcbk,BKI-1202,79.1547564942,28.6807689274
fcbk,BKI-1203,79.1217226579,28.6158069474
fcbk,BKI-1204,78.998514968,28.7363963873
fcbk,BKI-1205,79.1642816048,28.3965335483
fcbk,BKI-1206,79.1188118141,28.4611417884
fcbk,BKI-1207,79.1096061588,28.6897822712
fcbk,BKI-1208,79.0731273195,28.4747226953
zigzag,BKI-1209,77.3893346293,29.9905179186
zigzag,BKI-1210,77.1071592906,30.2339203625
zigzag,BKI-1211,81.2873526909,25.8658672956
fcbk,BKI-1212,77.5307558313,27.8827754965
zigzag,BKI-1213,77.9140334647,27.7669061213
fcbk,BKI-1214,77.7236581968,27.7647192516
fcbk,BKI-1215,77.8690647566,27.6497286294
fcbk,BKI-1216,77.7323526083,27.7801204014
fcbk,BKI-1217,77.6608742572,27.9047616012
fcbk,BKI-1218,77.7482015623,27.766460652
fcbk,BKI-1219,77.8971613916,27.847718591
fcbk,BKI-1220,77.7236960131,27.7657105654
fcbk,BKI-1221,77.8897575394,27.8152568451
fcbk,BKI-1222,77.6770565287,27.8641956213
fcbk,BKI-1223,77.6416020506,27.8298255786
fcbk,BKI-1224,77.6869469633,27.9004400811
fcbk,BKI-1225,77.8543741142,27.6962447375
fcbk,BKI-1226,77.8175059493,27.7409722722
fcbk,BKI-1227,79.2020654658,28.7660976704
fcbk,BKI-1228,79.2203603999,28.6330339862
fcbk,BKI-1229,78.9849551111,28.4670983511
fcbk,BKI-1230,79.0427764579,28.4047158021
fcbk,BKI-1231,79.120160946,28.4545501312
fcbk,BKI-1232,79.256825588,28.7135071335
fcbk,BKI-1233,78.8800048349,28.6354007871
fcbk,BKI-1234,78.8784514426,28.684143984
fcbk,BKI-1235,79.2279581837,28.5122125908
fcbk,BKI-1236,78.9393031886,28.5899191195
fcbk,BKI-1237,78.9759882192,28.4741460232
fcbk,BKI-1238,78.8421457363,28.6860874368
fcbk,BKI-1239,79.1204122636,28.7195216823
fcbk,BKI-1240,78.9105595489,28.6294843341
fcbk,BKI-1241,79.1291137943,28.610963054
fcbk,BKI-1242,78.8324473162,28.7094550556
fcbk,BKI-1243,79.1351237727,28.614942086
fcbk,BKI-1244,77.9338979285,27.6389579844
zigzag,BKI-1245,77.050305386,30.2970385643
zigzag,BKI-1246,77.2745002165,30.0628906659
fcbk,BKI-1247,81.5139801707,25.8415171561
fcbk,BKI-1248,81.1806440568,25.749025856
fcbk,BKI-1249,77.6170405206,27.9471028046
fcbk,BKI-1250,77.9115300416,27.6657084066
fcbk,BKI-1251,77.8926728168,27.8072468202
fcbk,BKI-1252,77.5617052162,27.8167242433
fcbk,BKI-1253,77.8928349972,27.6345569127
fcbk,BKI-1254,77.6607044769,27.8971023393
fcbk,BKI-1255,77.7225343738,27.8081629864
fcbk,BKI-1256,77.6583124267,27.8556566447
fcbk,BKI-1257,77.9149076862,27.670266855
fcbk,BKI-1258,77.918178173,27.6469017054
fcbk,BKI-1259,77.8007542361,27.8377577984
fcbk,BKI-1260,77.712840724,27.8088225362
fcbk,BKI-1261,77.5025212571,27.8843682044
fcbk,BKI-1262,77.5760684756,27.906827247
fcbk,BKI-1263,77.7259029363,27.764693635
fcbk,BKI-1264,79.1762140763,28.6641420785
fcbk,BKI-1265,78.9091820668,28.4154997053
fcbk,BKI-1266,79.0865528513,28.6797615557
fcbk,BKI-1267,79.0569155129,28.4568141641
fcbk,BKI-1268,79.2258898632,28.6304865721
fcbk,BKI-1269,78.8680613077,28.6484227854
fcbk,BKI-1270,78.9921375273,28.7296104789
fcbk,BKI-1271,77.3709274524,29.9738090439
zigzag,BKI-1272,77.0789147118,29.9731698814
zigzag,BKI-1273,77.3899118038,29.9916326712
zigzag,BKI-1274,77.1904848192,30.0624180575
fcbk,BKI-1275,77.0790083163,29.9721340224
fcbk,BKI-1276,77.3712467799,29.9706063467
zigzag,BKI-1277,77.343135815,30.2111201713
zigzag,BKI-1278,77.3560049948,30.2146817098
fcbk,BKI-1279,77.0554929786,30.2974924445
zigzag,BKI-1280,77.3320065895,30.1831272673
fcbk,BKI-1281,77.9093111777,27.6135720791
fcbk,BKI-1282,79.0590439193,28.4638663125
zigzag,BKI-1283,77.1665903027,30.0728626091
fcbk,BKI-1284,77.4298071172,30.0264133824
zigzag,BKI-1285,77.0760999142,29.9721322934
zigzag,BKI-1286,77.3302255151,30.1649544418
fcbk,BKI-1287,77.3235364318,30.3104491682
zigzag,BKI-1288,77.0819614316,29.970119518
fcbk,BKI-1289,77.0947032781,30.2887836596
fcbk,BKI-1290,77.1694639805,30.049557194
fcbk,BKI-1291,81.2752357176,25.8841340263
fcbk,BKI-1292,77.7309601354,27.8299176236
fcbk,BKI-1293,77.7193507601,27.808137045
fcbk,BKI-1294,77.5686744577,27.9498189235
fcbk,BKI-1295,77.7788993235,27.9108818347
fcbk,BKI-1296,77.7249896746,27.7628321099
fcbk,BKI-1297,77.720791302,27.7646139875
fcbk,BKI-1298,79.0537691131,28.4991138593
fcbk,BKI-1299,79.1389494196,28.6090236668
fcbk,BKI-1300,79.0201603575,28.66952767
fcbk,BKI-1301,78.9422086012,28.4441041286
fcbk,BKI-1302,79.1094768913,28.6919519227
fcbk,BKI-1303,79.0691837304,28.7608385055
fcbk,BKI-1304,79.1745063651,28.5845614804
fcbk,BKI-1305,79.0694313125,28.4978507736
fcbk,BKI-1306,78.897753714,28.4643493706
fcbk,BKI-1307,79.0730836321,28.4726162536
fcbk,BKI-1308,78.8335195372,28.7050796876
fcbk,BKI-1309,79.2319192726,28.5321421913
fcbk,BKI-1310,78.8703047317,28.6514307706
zigzag,BKI-1311,77.2165791037,29.9958581305
fcbk,BKI-1312,77.0802030036,29.9692451036
zigzag,BKI-1313,77.057549288,30.3038610473
fcbk,BKI-1314,77.8028439774,27.9680961907
fcbk,BKI-1315,77.7394850773,27.7929626481
fcbk,BKI-1316,75.060125461,29.6411097335
zigzag,BKI-1317,77.2094736727,30.0742225213
zigzag,BKI-1318,77.341466606,30.2114431881
fcbk,BKI-1319,81.3325123115,25.6094878561
fcbk,BKI-1320,81.2922439864,25.9530133142
fcbk,BKI-1321,77.6493548688,27.7801058119
fcbk,BKI-1322,77.7198038781,27.8117720749
zigzag,BKI-1323,77.5185390174,27.8526658217
fcbk,BKI-1324,77.8920145911,27.6301450997
fcbk,BKI-1325,77.6686812339,27.8415166721
fcbk,BKI-1326,77.7366698822,27.7823144607
fcbk,BKI-1327,77.7966983604,27.9641797312
fcbk,BKI-1328,77.7995439583,27.906421733
fcbk,BKI-1329,77.5298507326,27.8523067734
fcbk,BKI-1330,77.8435723862,27.6913663021
fcbk,BKI-1331,77.7342847189,27.8578572541
fcbk,BKI-1333,74.9375760537,29.8410449282
zigzag,BKI-1334,75.0493397198,29.8545959789
fcbk,BKI-1335,74.904610406,29.7429160891
fcbk,BKI-1336,75.0970676314,29.6551112221
fcbk,BKI-1337,77.2462707289,30.1286983171
fcbk,BKI-1342,80.7881032043,27.9088076724
fcbk,BKI-1343,80.892197509,27.724464096
fcbk,BKI-1344,80.8673354515,27.7316657513
fcbk,BKI-1345,80.6592703611,27.6155625077
fcbk,BKI-1346,80.8153047276,27.7317828308
fcbk,BKI-1347,80.8566268311,27.734851654
fcbk,BKI-1348,80.8210788559,27.9174298654
fcbk,BKI-1349,80.9385617924,27.8375281951
fcbk,BKI-1350,81.1278024945,25.8007233273
fcbk,BKI-1351,78.7104877714,28.3213878068
fcbk,BKI-1352,78.7568462184,28.2175819278
fcbk,BKI-1353,78.6817284867,28.1074949153
fcbk,BKI-1354,78.6757966553,28.3591073093
fcbk,BKI-1355,78.6694055711,28.3623076279
fcbk,BKI-1356,78.4704903305,28.3026569449
fcbk,BKI-1357,78.4760447164,28.0224731503
fcbk,BKI-1358,78.7215618607,28.3183635032
fcbk,BKI-1359,78.7860575482,28.0435413531
zigzag,BKI-1360,78.4165081519,28.1323507091
fcbk,BKI-1361,78.8214861307,28.1676058256
fcbk,BKI-1362,78.4773326168,28.0373725294
fcbk,BKI-1363,78.4236978783,28.2672710347
fcbk,BKI-1364,78.6456834114,28.3790991064
fcbk,BKI-1365,78.3853964499,28.1618546734
fcbk,BKI-1366,78.6879136956,28.3029679189
fcbk,BKI-1367,80.8086305729,27.5957565076
fcbk,BKI-1368,80.658708482,27.6232887711
zigzag,BKI-1369,81.6576756626,25.5970139287
fcbk,BKI-1370,81.6596665151,25.5958929019
fcbk,BKI-1371,80.8194393451,27.840344474
fcbk,BKI-1372,81.1548854199,25.8484515749
fcbk,BKI-1373,81.416367049,25.6100534773
fcbk,BKI-1374,77.5452310372,27.8423460911
fcbk,BKI-1375,77.9177824718,27.6694637882
fcbk,BKI-1376,77.5603036615,27.9018603742
fcbk,BKI-1377,77.7333279298,27.7813144765
fcbk,BKI-1378,77.7237789808,27.7629561041
fcbk,BKI-1379,77.7281762371,27.7601738163
fcbk,BKI-1380,77.7347459856,27.856109313
fcbk,BKI-1381,77.8021538789,27.8378852608
fcbk,BKI-1382,77.5667356306,27.9401672724
fcbk,BKI-1383,77.8551778448,27.659422404
fcbk,BKI-1384,77.5348488526,27.8498738928
fcbk,BKI-1385,77.727111106,27.7605825291
fcbk,BKI-1386,77.7230075373,27.766296435
fcbk,BKI-1387,77.72305689,27.78207975
fcbk,BKI-1388,77.6361454794,27.8309849879
fcbk,BKI-1389,78.6422808442,28.3829456929
fcbk,BKI-1390,78.7782697817,28.3221506031
fcbk,BKI-1391,78.7933919986,28.034877121
fcbk,BKI-1392,78.6411462109,28.1283560029
fcbk,BKI-1393,78.7206136759,28.3150471932
fcbk,BKI-1394,78.7007249874,28.3113005112
fcbk,BKI-1395,78.3933301845,28.0912848763
fcbk,BKI-1396,78.7157575841,28.307925284
fcbk,BKI-1397,78.470152756,28.0437544349
fcbk,BKI-1398,78.7904266978,28.2260048838
fcbk,BKI-1399,78.7813926043,28.0477031508
fcbk,BKI-1400,78.7010269923,28.3113456454
fcbk,BKI-1401,78.4747502485,28.0528714191
fcbk,BKI-1402,78.7150889207,28.33318485
fcbk,BKI-1403,80.8963100545,27.6154786024
zigzag,BKI-1404,80.7683022058,27.8282257925
fcbk,BKI-1405,80.7907064368,27.8969491805
fcbk,BKI-1406,77.6270187762,27.9704690048
fcbk,BKI-1407,80.6650512058,27.6192372683
fcbk,BKI-1408,80.827255281,27.9112790017
fcbk,BKI-1409,80.8163740859,27.5960958263
fcbk,BKI-1410,80.8913781051,27.700279282
fcbk,BKI-1411,80.7910688315,27.9091946038
zigzag,BKI-1412,80.6634241751,27.5978695694
fcbk,BKI-1413,81.2509242475,25.910234948
fcbk,BKI-1414,81.2582565457,25.9487534881
fcbk,BKI-1415,81.1740419884,25.9130501145
fcbk,BKI-1416,77.8948321185,27.7999737032
zigzag,BKI-1417,76.2239737926,28.7503909241
fcbk,BKI-1418,76.3897744327,28.3994838163
fcbk,BKI-1419,76.3082041368,28.7213597064
fcbk,BKI-1420,76.3966575606,28.5948588462
fcbk,BKI-1421,76.409715154,28.4668057575
fcbk,BKI-1422,80.7920783017,27.912101489
fcbk,BKI-1423,80.8667606398,27.7294196818
fcbk,BKI-1424,80.8205692017,27.9189199829
fcbk,BKI-1425,76.1743216991,28.6959943147
fcbk,BKI-1426,76.1851139525,28.4832694798
fcbk,BKI-1427,76.4324311494,28.7247127487
fcbk,BKI-1428,76.2905346572,28.4208817911
fcbk,BKI-1429,76.4634307347,28.6119126866
fcbk,BKI-1430,76.3529229287,28.7259338559
fcbk,BKI-1431,76.4216768502,28.6202418298
fcbk,BKI-1432,76.3124029933,28.4431170406
fcbk,BKI-1433,76.3991183047,28.59637371
fcbk,BKI-1434,82.3606571646,26.1632390884
fcbk,BKI-1435,82.3559552988,26.1327999934
fcbk,BKI-1436,76.1973142406,28.696530397
fcbk,BKI-1437,76.3665473639,28.457664176
fcbk,BKI-1438,76.1903397852,28.758086883
fcbk,BKI-1439,76.4252937114,28.7034820905
zigzag,BKI-1440,76.2161649025,28.7717822444
zigzag,BKI-1441,76.4132432559,28.7270708049
fcbk,BKI-1442,76.19673981,28.6957304694
zigzag,BKI-1443,76.2338052507,28.6953303224
fcbk,BKI-1444,76.1716007831,28.424538269
